-3.9472367,-6.1421717,2.1799259
-3.9157835,-5.9480159,2.1936588
-3.8623192,-5.7597475,2.2149943
-3.7868083,-5.5776676,2.2516091
-3.6908809,-5.4034580,2.2995593
-3.5780193,-5.2400175,2.3577388
-3.4521728,-5.0891994,2.4216476
-3.3126481,-4.9476183,2.4874130
-3.1637947,-4.8178956,2.5555485
-3.0060965,-4.6986942,2.6232123
-2.8403264,-4.5895065,2.6905858
-2.6693471,-4.4912332,2.7567680
-2.4920802,-4.4025117,2.8224014
-2.3107598,-4.3239903,2.8857681
-2.1251353,-4.2551776,2.9472790
-1.9363959,-4.1963105,3.0059203
-1.7444541,-4.1472764,3.0600693
-1.5511269,-4.1084942,3.1115724
-1.3546136,-4.0797397,3.1546095
-1.1583652,-4.0616624,3.1944841
-0.9601904,-4.0542539,3.2251002
-0.7623789,-4.0579188,3.2491509
-0.5665373,-4.0729099,3.2674741
-0.3699684,-4.0999752,3.2190198
-0.1767427,-4.1387378,3.1629787
0.0140229,-4.1892192,3.1014350
0.2017942,-4.2514335,3.0413017
0.3850957,-4.3252132,2.9820179
0.5631482,-4.4106086,2.9236820
0.7355019,-4.5078988,2.8678059
0.9006142,-4.6167864,2.8137517
1.0571004,-4.7368998,2.7616099
1.2048461,-4.8689342,2.7126544
1.3417725,-5.0119919,2.6630913
1.4662211,-5.1651550,2.6112378
1.5772434,-5.3282163,2.5531433
1.6740214,-5.5015650,2.4901361
1.7541769,-5.6826229,2.4223439
1.8166120,-5.8699137,2.3484912
1.8606836,-6.0619967,2.2678835
1.8862529,-6.2572565,2.1839876
1.8930463,-6.4540181,2.1071843
1.8792352,-6.6510374,2.0284863
1.8419081,-6.8449657,1.9443666
1.7781678,-7.0307549,1.9834938
1.6876077,-7.2059664,2.0240719
1.5716727,-7.3664212,2.0789822
1.4338840,-7.5098207,2.1613104
1.2824829,-7.6348395,2.2979457
1.1198156,-7.7470639,2.4243926
0.9485579,-7.8479723,2.5426137
0.7727821,-7.9364706,2.6521489
0.5911147,-8.0148057,2.7603544
0.4050746,-8.0834309,2.8672513
0.2170009,-8.1425475,2.9736912
0.0255374,-8.1934709,3.0793491
-0.1673284,-8.2363820,3.1829068
-0.3618524,-8.2719809,3.2849172
-0.5576555,-8.3006524,3.3858611
-0.7540415,-8.3226591,3.4824984
-0.9512030,-8.3383312,3.5566130
-1.1486710,-8.3477496,3.5521754
-1.3464140,-8.3506991,3.4900449
-1.5439710,-8.3466823,3.3763237
-1.7415417,-8.3349727,3.2610075
-1.9380483,-8.3150148,3.1451350
-2.1338513,-8.2860724,3.0279505
-2.3278457,-8.2473429,2.9097727
-2.5188484,-8.1979879,2.7905988
-2.7074356,-8.1364572,2.6803048
-2.8902622,-8.0622594,2.5756325
-3.0670636,-7.9737342,2.4829615
-3.2357807,-7.8696757,2.4053674
-3.3924475,-7.7503443,2.3375356
-3.5359170,-7.6141833,2.2835686
-3.6627955,-7.4615494,2.2229227
-3.7688625,-7.2949538,2.1659970
-3.8513983,-7.1168362,2.1241605
-3.9096730,-6.9276276,2.1433690
-3.9441390,-6.7323753,2.1544149
-3.9588171,-6.5359419,2.1617454
-3.9595353,-6.3393845,2.1693074
-3.9472367,-6.1421717,2.1799259
